id,job_id,skill_name
395,85,Kỹ năng giao tiếp
396,85,Làm việc nhóm
397,85,Quản lý thời gian
398,85,Tin học văn phòng
399,85,Tiếng Anh trung cấp
400,85,Chịu áp lực cao
401,85,Nhanh nhẹn
402,85,Cẩn thận
403,86,HTML
404,86,Java
405,86,MVC
406,86,SQL
407,86,Oracle
408,86,Spring
409,86,RESTful API
410,86, MongoDB
411,86,Framework
412,86,CSS
413,86, Javascript
414,86,VueJS
415,86,ReactJS
416,87,Agile
417,87,Project Manager
418,87,Project Management
419,87,SCRUM
420,87,Jira
421,88,Agile
422,88,Project Manager
423,88,Project Management
424,88,SCRUM
425,88,Jira
426,89,Kỹ năng lập trình C
427,89,C++ nâng cao
428,89,Kiến thức tốt về lập trình OOP
429,89,design pattern
430,90,HTML
431,90,Java
432,90,MVC
433,90,SQL
434,90,Oracle
435,90,Spring
436,90,RESTful API
437,90, MongoDB
438,90,Framework
439,90,CSS
440,90, Javascript
441,90,VueJS
442,90,ReactJS
443,91,Teamwork
444,91,Kỹ năng giao tiếp
445,91,Làm việc nhóm
446,91,Quản lý thời gian
447,91,Tin học văn phòng
448,91,Tiếng Anh trung cấp
449,91,Chịu áp lực cao
450,91,Nhanh nhẹn
451,91,Cẩn thận
452,92,CSS
453,92,Git
454,92,HTML
455,92,Javascript
456,92,Redux
457,92,React Native
458,92,ReactJS
459,92,API
460,93,.NET
461,93,C#
462,93,TypeScript
463,93,SDLC
464,93,Angular JS
465,93,English
466,94,Teamwork
467,94,English
468,94,API Testing
469,94,Manual Testing
470,95,HTML
471,95,Java
472,95,MVC
473,95,SQL
474,95,Oracle
475,95,Spring
476,95,RESTful API
477,95, MongoDB
478,95,Framework
479,95,CSS
480,95, Javascript
481,95,VueJS
482,95,ReactJS
483,96,.NET
484,96,ASP.NET
485,96,C#
486,96,REST API
487,97,Teamwork
488,97,Kỹ năng giao tiếp
489,97,Làm việc nhóm
490,97,Quản lý thời gian
491,97,Tin học văn phòng
492,97,Tiếng Anh trung cấp
493,97,Chịu áp lực cao
494,97,Nhanh nhẹn
495,97,Cẩn thận
496,98,C++
497,98,Linux
498,99,HTML
499,99,Java
500,99,MVC
501,99,SQL
502,99,Oracle
503,99,Spring
504,99,RESTful API
505,99, MongoDB
506,99,Framework
507,99,CSS
508,99, Javascript
509,99,VueJS
510,99,ReactJS
511,100,Routing IP
512,100,CCNA
513,100,TCP/IP
514,101,Leadership
515,101,SCRUM
516,101,Analytics
517,101,English
518,101,Communication
519,101,team leader
520,102,.NET
521,102,C#
522,102,HTML
523,102,MySQL
524,103,Angular 4
525,103,TypeScript
526,103,Angular
527,104,HTML
528,104,Java
529,104,MVC
530,104,SQL
531,104,Oracle
532,104,Spring
533,104,RESTful API
534,104, MongoDB
535,104,Framework
536,104,CSS
537,104, Javascript
538,104,VueJS
539,104,ReactJS
540,105,Javascript
541,105,NodeJS
542,105,Back-End Web Development
543,106,NodeJS
544,106,AWS
545,107,.NET
546,107,ASP.NET
547,107,MS SQL
548,108,Git
549,108,Javascript
550,108,Laravel
551,108,MySQL
552,108,PHP
553,108,AWS
554,108,Jira
555,108,API
556,109,HTML
557,109,Java
558,109,MVC
559,109,SQL
560,109,Oracle
561,109,Spring
562,109,RESTful API
563,109, MongoDB
564,109,Framework
565,109,CSS
566,109, Javascript
567,109,VueJS
568,109,ReactJS
569,110,SQL
570,110,QC/QA
571,110,Automation Test
572,110,English
573,110,Manual Testing
574,111,SQL
575,111,QC/QA
576,111,Automation Test
577,111,English
578,111,Manual Testing
579,112,Linux
580,112,Oracle
581,113,SQL
582,113,QC/QA
583,113,Automation Test
584,113,English
585,113,Manual Testing
586,114,Project Manager
587,115,Tư duy tốt
588,115,Khả năng làm việc độc lập
589,115,Có khả năng thích nghi nhanh
590,115,Có tinh thần trách nhiệm cao
591,115,Phối hợp tốt với các đồng nghiệp
592,115,bộ phận
593,115,Thân thiện
594,115,Trách nhiệm
595,116,C#
596,116,Java
597,116,Javascript
598,116,MongoDB
599,116,MS SQL
600,116,Python
601,116,Microsoft Office
602,117,Photoshop
603,117,Làm việc nhóm
604,117,AI
605,117,Nhanh nhẹn
606,117,Thiết kế đồ họa
607,118,Git
608,118,Javascript
609,118,Laravel
610,118,MySQL
611,118,PHP
612,118,AWS
613,118,Jira
614,118,API
615,119,CSS
616,119,Git
617,119,HTML
618,119,Javascript
619,119,NodeJS
620,119,NoSQL
621,120,.NET
622,120,Java
623,120,ReactJS
624,121,.NET
625,121,ASP.NET
626,121,C#
627,121,REST API
628,122,.NET
629,122,ASP.NET
630,122,C#
631,122,REST API
632,123,Tư duy hệ thống
633,123,Làm việc độc lập
634,123,Làm việc nhóm
635,123,Kỹ năng lắng nghe
636,123,Xử lý tình huống
637,123,Tech Support
638,123,Tin học văn phòng
639,123,Kỹ năng giao tiếp
640,124,.NET
641,125,.NET
642,125,ASP.NET
643,125,Leadership
644,125,Back-End Web Development
645,126,C#
646,126,Java
647,127,C#
648,128,Game
649,128,GameMaker
650,128,SCRUM
651,128,Agile Environment
652,129,.NET
653,129,ASP.NET
654,129,MS SQL
655,130,SQL
656,130,QC/QA
657,130,Automation Test
658,130,English
659,130,Manual Testing
660,131,HTML
661,131,Java
662,131,MVC
663,131,SQL
664,131,Oracle
665,131,Spring
666,131,RESTful API
667,131, MongoDB
668,131,Framework
669,131,CSS
670,131, Javascript
671,131,VueJS
672,131,ReactJS
673,132,HTML
674,132,Java
675,132,MVC
676,132,SQL
677,132,Oracle
678,132,Spring
679,132,RESTful API
680,132, MongoDB
681,132,Framework
682,132,CSS
683,132, Javascript
684,132,VueJS
685,132,ReactJS
686,133,CSS
687,133,HTML5
688,133,Javascript
689,133,JQuery
690,133,UX/UI Design
691,133,UI
692,133,UX
693,134,Tư duy hệ thống
694,134,Làm việc độc lập
695,134,Làm việc nhóm
696,134,Kỹ năng lắng nghe
697,134,Xử lý tình huống
698,134,Tech Support
699,134,Tin học văn phòng
700,134,Kỹ năng giao tiếp
701,135,HTML
702,135,Java
703,135,MVC
704,135,SQL
705,135,Oracle
706,135,Spring
707,135,RESTful API
708,135, MongoDB
709,135,Framework
710,135,CSS
711,135, Javascript
712,135,VueJS
713,135,ReactJS
714,136,Teamwork
715,136,Kỹ năng giao tiếp
716,136,Làm việc nhóm
717,136,Quản lý thời gian
718,136,Tin học văn phòng
719,136,Tiếng Anh trung cấp
720,136,Chịu áp lực cao
721,136,Nhanh nhẹn
722,136,Cẩn thận
723,137,Agile
724,137,SCRUM
725,137,CRM
726,137,Tiếng Anh thành thạo
727,138,Photoshop
728,138,UX/UI Design
729,138,Graphic design
730,138,Adobe Illustrator
731,138,Adobe Premiere
732,139,.NET
733,139,ASP.NET
734,139,.NET Framework
735,140,Misa
736,141,SQL
737,141,QC/QA
738,141,Automation Test
739,141,English
740,141,Manual Testing
741,142,PQA
742,142,QA
743,143,Teamwork
744,143,Kỹ năng giao tiếp
745,143,Làm việc nhóm
746,143,Quản lý thời gian
747,143,Tin học văn phòng
748,143,Tiếng Anh trung cấp
749,143,Chịu áp lực cao
750,143,Nhanh nhẹn
751,143,Cẩn thận
752,144,HTML
753,144,Java
754,144,MVC
755,144,SQL
756,144,Oracle
757,144,Spring
758,144,RESTful API
759,144, MongoDB
760,144,Framework
761,144,CSS
762,144, Javascript
763,144,VueJS
764,144,ReactJS
765,145,.NET
766,145,SCRUM
767,146,Kỹ năng lập trình C
768,146,C++ nâng cao
769,146,Kiến thức tốt về lập trình OOP
770,146,design pattern
771,147,HTML
772,147,PHP
773,147,Java
774,147,MVC
775,147,SQL
776,147,Oracle
777,147,Spring
778,147,RESTful API
779,147, MongoDB
780,147,Framework
781,147,CSS
782,147, Javascript
783,147,VueJS
784,147,ReactJS
785,148,Teamwork
786,148,Kỹ năng giao tiếp
787,148,Làm việc nhóm
788,148,Quản lý thời gian
789,148,Tin học văn phòng
790,148,Tiếng Anh trung cấp
791,148,Chịu áp lực cao
792,148,Nhanh nhẹn
793,148,Cẩn thận
794,149,HTML5
795,149,UX/UI Design
796,149,CSS3
797,149,Figma
798,150,HTML
799,150,Java
800,150,MVC
801,150,SQL
802,150,Oracle
803,150,Spring
804,150,RESTful API
805,150, MongoDB
806,150,Framework
807,150,CSS
808,150, Javascript
809,150,VueJS
810,150,ReactJS
811,151,HTML
812,151,Java
813,151,MVC
814,151,SQL
815,151,Oracle
816,151,Spring
817,151,RESTful API
818,151, MongoDB
819,151,Framework
820,151,CSS
821,151, Javascript
822,151,VueJS
823,151,ReactJS
824,152,Teamwork
825,152,Kỹ năng giao tiếp
826,152,Làm việc nhóm
827,152,Quản lý thời gian
828,152,Tin học văn phòng
829,152,Tiếng Anh trung cấp
830,152,Chịu áp lực cao
831,152,Nhanh nhẹn
832,152,Cẩn thận
833,153,CSS
834,153,HTML5
835,153,Javascript
836,153,OOP
837,153,ReactJS
838,153,Jira
839,153,RESTful API
840,154,Git
841,154,Javascript
842,154,Laravel
843,154,MySQL
844,154,PHP
845,154,AWS
846,154,Jira
847,154,API
848,155,NodeJS
849,155,PHP
850,155,Google Webmaster tool
851,155,AI
852,155,ReactJS
853,155,API
854,155,Mobile Development
855,156,Android
856,156,iOS
857,156,Java
858,156,Javascript
859,156,React Native
860,156,Mobile Development
861,157,Linux
862,157,System Admin
863,157,VMWare
864,157,Ubuntu
865,158,Java
866,159,3D Artist
867,159,Game
868,159,Game Artist
869,159,Tiếng Anh giao tiếp
870,159,Cocos2D
871,159,Unity
872,159,Unity 3D]
873,160,Agile
874,160,Leadership
875,160,Teamwork
876,160,Redux
877,160,React Native
878,160,ReactJS
879,161,SQL
880,161,test cases
881,162,C#
882,162,C++
883,162,Java
884,162,Python
885,162,AI
886,163,.NET
887,163,ASP.NET
888,163,C#
889,163,REST API
890,164,HTML
891,164,Java
892,164,MVC
893,164,SQL
894,164,Oracle
895,164,Spring
896,164,RESTful API
897,164, MongoDB
898,164,Framework
899,164,CSS
900,164, Javascript
901,164,VueJS
902,164,ReactJS
903,165,IT Helpdesk
904,166,HTML
905,166,Java
906,166,MVC
907,166,SQL
908,166,Oracle
909,166,Spring
910,166,RESTful API
911,166, MongoDB
912,166,Framework
913,166,CSS
914,166, Javascript
915,166,VueJS
916,166,ReactJS
917,167,.NET
918,167,Linux
919,167,NodeJS
920,167,Python
921,168,Teamwork
922,168,Kỹ năng giao tiếp
923,168,Làm việc nhóm
924,168,Quản lý thời gian
925,168,Tin học văn phòng
926,168,Tiếng Anh trung cấp
927,168,Chịu áp lực cao
928,168,Nhanh nhẹn
929,168,Cẩn thận
930,169,Teamwork
931,169,Kỹ năng giao tiếp
932,169,Làm việc nhóm
933,169,Quản lý thời gian
934,169,Tin học văn phòng
935,169,Tiếng Anh trung cấp
936,169,Chịu áp lực cao
937,169,Nhanh nhẹn
938,169,Cẩn thận
939,170,Tiếng Trung
940,171,Teamwork
941,171,Kỹ năng giao tiếp
942,171,Làm việc nhóm
943,171,Quản lý thời gian
944,171,Tin học văn phòng
945,171,Tiếng Anh trung cấp
946,171,Chịu áp lực cao
947,171,Nhanh nhẹn
948,171,Cẩn thận
949,172,MongoDB
950,172,MySQL
951,172,NoSQL
952,172,Oracle
953,172,PostgreSQL
954,173,3D Artist
955,173,C#
956,173,Game
957,173,Game Artist
958,173,Unity
959,173,UI
960,173,UX
961,173,Unity 3D
962,174,IT Helpdesk
963,175,ReactJS
964,176,HTML
965,176,Java
966,176,MVC
967,176,SQL
968,176,Oracle
969,176,Spring
970,176,RESTful API
971,176, MongoDB
972,176,Framework
973,176,CSS
974,176, Javascript
975,176,VueJS
976,176,ReactJS
977,177,HTML
978,177,Java
979,177,MVC
980,177,SQL
981,177,Oracle
982,177,Spring
983,177,RESTful API
984,177, MongoDB
985,177,Framework
986,177,CSS
987,177, Javascript
988,177,VueJS
989,177,ReactJS
990,178,J2EE
991,178,Java
992,178,Javascript
993,178,ReactJS
994,178,Java Web Services
995,179,HTML
996,179,Java
997,179,MVC
998,179,SQL
999,179,Oracle
1000,179,Spring
1001,179,RESTful API
1002,179, MongoDB
1003,179,Framework
1004,179,CSS
1005,179, Javascript
1006,179,VueJS
1007,179,ReactJS
1008,180,Git
1009,180,MySQL
1010,180,NodeJS
1011,180,ExpressJS
1012,180,RESTful API
1013,181,Agile
1014,181,Magento
1015,181,MVC
1016,181,MySQL
1017,181,PHP
1018,181,AWS
1019,182,Agile
1020,182,Java
1021,182,Leadership
1022,182,Java Web Services
1023,183,Java
1024,183,Oracle
1025,183,Spring Framework
1026,183,API
1027,184,Java
1028,184,Oracle
1029,184,Spring Boot
1030,184,Spring MVC
1031,185,Odoo
1032,185,Python
1033,186,Android
1034,186,Java
1035,186,Kotlin
1036,187,Teamwork
1037,187,Kỹ năng giao tiếp
1038,187,Làm việc nhóm
1039,187,Quản lý thời gian
1040,187,Tin học văn phòng
1041,187,Tiếng Anh trung cấp
1042,187,Chịu áp lực cao
1043,187,Nhanh nhẹn
1044,187,Cẩn thận
1045,188,Teamwork
1046,188,Kỹ năng giao tiếp
1047,188,Làm việc nhóm
1048,188,Quản lý thời gian
1049,188,Tin học văn phòng
1050,188,Tiếng Anh trung cấp
1051,188,Chịu áp lực cao
1052,188,Nhanh nhẹn
1053,188,Cẩn thận
1054,189,Ruby on Rails
1055,190,C#
1056,190,Unity
1057,191,Git
1058,191,Javascript
1059,191,Laravel
1060,191,MySQL
1061,191,PHP
1062,191,AWS
1063,191,Jira
1064,191,API
1065,192,HTML
1066,192,Java
1067,192,MVC
1068,192,SQL
1069,192,Oracle
1070,192,Spring
1071,192,RESTful API
1072,192, MongoDB
1073,192,Framework
1074,192,CSS
1075,192, Javascript
1076,192,VueJS
1077,192,ReactJS
1078,193,3D Artist
1079,193,Game
1080,193,Game Artist
1081,193,Tiếng Anh giao tiếp
1082,193,Cocos2D
1083,193,Unity
1084,193,Unity 3D]
1085,194,3D Artist
1086,194,Game
1087,194,Game Artist
1088,194,Tiếng Anh giao tiếp
1089,194,Cocos2D
1090,194,Unity
1091,194,Unity 3D]
1092,195,Foundation Certificate in IT Service Management
1093,196,.NET
1094,196,ASP.NET
1095,196,C#
1096,196,REST API
1097,197,Tư duy hệ thống
1098,197,Làm việc độc lập
1099,197,Làm việc nhóm
1100,197,Kỹ năng lắng nghe
1101,197,Xử lý tình huống
1102,197,Tech Support
1103,197,Tin học văn phòng
1104,197,Kỹ năng giao tiếp
1105,198,SQL
1106,198,QC/QA
1107,198,Automation Test
1108,198,English
1109,198,Manual Testing
1110,199,PHP
1111,199,Back-End Web Development
1112,199,Front-end
1113,200,Tester
1114,201,Leadership
1115,201,Teamwork
1116,201,Struts
1117,201,Hibernate
1118,201,Spring Framework
1119,201,Spring Boot
1120,201,Spring MVC
1121,202,HTML
1122,202,Java
1123,202,MVC
1124,202,SQL
1125,202,Oracle
1126,202,Spring
1127,202,RESTful API
1128,202, MongoDB
1129,202,Framework
1130,202,CSS
1131,202, Javascript
1132,202,VueJS
1133,202,ReactJS
1134,203,Kỹ năng phân tích kinh doanh
1135,203,Sales
1136,204,Database
1137,204,Oracle PL/SQL
1138,205,HTML
1139,205,Java
1140,205,MVC
1141,205,SQL
1142,205,Oracle
1143,205,Spring
1144,205,RESTful API
1145,205, MongoDB
1146,205,Framework
1147,205,CSS
1148,205, Javascript
1149,205,VueJS
1150,205,ReactJS
1151,206,Teamwork
1152,206,Kỹ năng giao tiếp
1153,206,Làm việc nhóm
1154,206,Quản lý thời gian
1155,206,Tin học văn phòng
1156,206,Tiếng Anh trung cấp
1157,206,Chịu áp lực cao
1158,206,Nhanh nhẹn
1159,206,Cẩn thận
1160,207,Javascript
1161,207,VueJS
1162,207,English
1163,207,Front-end
1164,208,Teamwork
1165,208,Kỹ năng giao tiếp
1166,208,Làm việc nhóm
1167,208,Quản lý thời gian
1168,208,Tin học văn phòng
1169,208,Tiếng Anh trung cấp
1170,208,Chịu áp lực cao
1171,208,Nhanh nhẹn
1172,208,Cẩn thận
1173,209,Kỹ năng phân tích kinh doanh
1174,209,phân tích số liệu
1175,209,Business Analyst
1176,210,Teamwork
1177,210,Kỹ năng giao tiếp
1178,210,Làm việc nhóm
1179,210,Quản lý thời gian
1180,210,Tin học văn phòng
1181,210,Tiếng Anh trung cấp
1182,210,Chịu áp lực cao
1183,210,Nhanh nhẹn
1184,210,Cẩn thận
1185,211,3D Artist
1186,211,Game
1187,211,Game Artist
1188,211,Tiếng Anh giao tiếp
1189,211,Cocos2D
1190,211,Unity
1191,211,Unity 3D]
1192,212,Git
1193,212,Javascript
1194,212,Laravel
1195,212,MySQL
1196,212,PHP
1197,212,AWS
1198,212,Jira
1199,212,API
1200,213,CSS
1201,213,HTML
1202,213,Javascript
1203,213,JQuery
1204,213,REST API
1205,213,TypeScript
1206,213,Python
1207,213,Django
1208,213,Mvc
1209,214,.NET
1210,214,MongoDB
1211,214,"NodeJS,Nestjs, Vuejs"
1212,214,AWS
1213,214,RabbitMQ
1214,215,HTML
1215,215,HTML5
1216,215,Javascript
1217,215,JSON
1218,215,REST API
1219,215,React Native
1220,215,CSS3
1221,215,ReactJS
1222,216,MySQL
1223,216,Python
1224,216,SQL
1225,216,Google Analytics
1226,216,Big Data
1227,217,Python
1228,217,AWS
1229,217,Jenkins
1230,218,Photoshop
1231,218,Camtasia
1232,219,Agile
1233,219,Leadership
1234,219,Teamwork
1235,219,Redux
1236,219,React Native
1237,219,ReactJS
1238,220,3D Artist
1239,220,Game
1240,220,Game Artist
1241,220,Tiếng Anh giao tiếp
1242,220,Cocos2D
1243,220,Unity
1244,220,Unity 3D]
1245,221,Teamwork
1246,221,Kỹ năng giao tiếp
1247,221,Làm việc nhóm
1248,221,Quản lý thời gian
1249,221,Tin học văn phòng
1250,221,Tiếng Anh trung cấp
1251,221,Chịu áp lực cao
1252,221,Nhanh nhẹn
1253,221,Cẩn thận
1254,222,Agile
1255,222,SCRUM
1256,222,Jira
1257,222,Quality Control
1258,223,Java
1259,223,Leadership
1260,224,Teamwork
1261,224,Kỹ năng giao tiếp
1262,224,Làm việc nhóm
1263,224,Quản lý thời gian
1264,224,Tin học văn phòng
1265,224,Tiếng Anh trung cấp
1266,224,Chịu áp lực cao
1267,224,Nhanh nhẹn
1268,224,Cẩn thận
1269,225,AngularJS
1270,225,Java
1271,225,Javascript
1272,225,MS SQL
1273,225,MySQL
1274,226,.NET
1275,227,Asp .Net
1276,228,.NET
1277,228,ASP.NET
1278,228,C#
1279,228,REST API
1280,229,HTML
1281,229,Java
1282,229,MVC
1283,229,SQL
1284,229,Oracle
1285,229,Spring
1286,229,RESTful API
1287,229, MongoDB
1288,229,Framework
1289,229,CSS
1290,229, Javascript
1291,229,VueJS
1292,229,ReactJS
1293,230,Javascript
1294,230,PostgreSQL
1295,230,Python
1296,230,SQL
1297,230,TypeScript
1298,231,Teamwork
1299,231,Kỹ năng giao tiếp
1300,231,Làm việc nhóm
1301,231,Quản lý thời gian
1302,231,Tin học văn phòng
1303,231,Tiếng Anh trung cấp
1304,231,Chịu áp lực cao
1305,231,Nhanh nhẹn
1306,231,Cẩn thận
1307,232,Tư duy hệ thống
1308,232,Làm việc độc lập
1309,232,Làm việc nhóm
1310,232,Kỹ năng lắng nghe
1311,232,Xử lý tình huống
1312,232,Tech Support
1313,232,Tin học văn phòng
1314,232,Kỹ năng giao tiếp
1315,233,Python
1316,233,SQL
1317,233,Data Analysis
1318,234,Github
1319,234,NoSQL
1320,234,API
1321,235,Git
1322,235,MySQL
1323,235,NodeJS
1324,235,REST API
1325,235,Database
1326,235,AWS
1327,235,CI/CD
1328,236,3D Artist
1329,236,C#
1330,236,Game
1331,236,Game Artist
1332,236,Unity
1333,236,UI
1334,236,UX
1335,236,Unity 3D
1336,237,3D Artist
1337,237,C#
1338,237,Game
1339,237,Game Artist
1340,237,Unity
1341,237,UI
1342,237,UX
1343,237,Unity 3D
1344,238,Teamwork
1345,238,Kỹ năng giao tiếp
